Animal Genome Size Data:: www.genomesize.com,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Data downloaded under intellectual property agreement on Tuesday 06th of November 2012 02:10:15 AM by David Orme, d.orme@imperial.ac.uk",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus domesticus,Western European house mouse,3.35,22-40,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus molossinus,Japanese wild mouse,3.08,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus musculus musculus,Eastern European house mouse,3.28,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus poschiavinus,Tobacco mouse,3.22,26.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus poschiavinus,Tobacco mouse,3.97,26.00,FD,LK,HS,"Manfredi Romanini, M.G., M. Minazza, and E. Capanna (1971). DNA nuclear content in lymphocytes from Mus musculus L. and Mus poschiavinus Fatio. Bolletino di Zoologia 38: 321-326.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus spicilegus,"Mound-building mouse, Steppe mouse",3.07,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Mus spretus,Algerian mouse,3.68,40.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Neacomys tenuipes,Narrow-footed bristly mouse,3.28,56.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Neotoma floridana,Pack rat,3.82,52.00,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Oecomys concolor,Unicolored arboreal rice rat,3.06,80.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Oligoryzomys nigripes,Pygmy rice rat,2.80,60.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Ondatra zibethicus,Muskrat,2.78,54.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Oryzomys albigularis,Tomes's rice rat,3.78,66.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Oryzomys talamancae,Talamancan rice rat,3.41,34.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Oxymycterus rufus platensis,Burrowing mouse,2.67,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Peromyscus crinitus,Deer mouse,3.24,48.00,SCF,TC,CHO,"Deaven, L.L., L. Vidal-Rioja, J.H. Jett, and T.C. Hsu (1977). Chromosomes of Peromyscus (Rodentia, Cricetidae). VI. The genomic size. Cytogenetics and Cell Genetics 19: 241-249.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Peromyscus eremicus,Deer mouse,3.30,48.00,SCF,TC,CHO,"Deaven, L.L., L. Vidal-Rioja, J.H. Jett, and T.C. Hsu (1977). Chromosomes of Peromyscus (Rodentia, Cricetidae). VI. The genomic size. Cytogenetics and Cell Genetics 19: 241-249.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Peromyscus maniculatus,Deer mouse,4.36,48.00,SCF,TC,CHO,"Deaven, L.L., L. Vidal-Rioja, J.H. Jett, and T.C. Hsu (1977). Chromosomes of Peromyscus (Rodentia, Cricetidae). VI. The genomic size. Cytogenetics and Cell Genetics 19: 241-249.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Peromyscus polionotus,Deer mouse,3.57,48.00,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Phaulomys kageus,Kage vole,3.62,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Phyllotis darwini,Leaf-eared mouse,2.84,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Phyllotis darwini,Leaf-eared mouse,2.98,38.00,SCF,KC,XL,"Walker, L.I., A.E. Spotorno, and J. Sans (1991). Genome size variation and its phenotypic consequences in Phyllotis rodents. Hereditas 115: 99-107.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Phyllotis xanthopygus rupestris,Leaf-eared mouse,4.17,38.00,SCF,KC,XL,"Walker, L.I., A.E. Spotorno, and J. Sans (1991). Genome size variation and its phenotypic consequences in Phyllotis rodents. Hereditas 115: 99-107.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Phyllotis xanthopygus vaccarum,Leaf-eared mouse,3.90,38.00,SCF,KC,XL,"Walker, L.I., A.E. Spotorno, and J. Sans (1991). Genome size variation and its phenotypic consequences in Phyllotis rodents. Hereditas 115: 99-107.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Phyllotis xanthopygus xanthopygus,Leaf-eared mouse,3.54,38.00,SCF,KC,XL,"Walker, L.I., A.E. Spotorno, and J. Sans (1991). Genome size variation and its phenotypic consequences in Phyllotis rodents. Hereditas 115: 99-107.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Brown rat,2.98,,FD,"FB, TC",HS,"Greilhuber, J., M. Volleth, and J. Loidl (1983). Genome size of man and animals relative to the plant Allium cepa. Canadian Journal of Genetics and Cytology 25: 554-560.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Brown rat,3.05,42.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Brown rat,3.14,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Brown rat,3.27,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Brown rat,3.36,,FCM,LK,GD,"Peterson, D.G., S.M. Stack, J.L. Healy, B.S. Donohoe, and L.K. Anderson (1994). The relationship between synaptonemal complex length and genome size in four vertebrate classes (Osteichthyes, Reptilia, Aves, Mammalia). Chromosome Research 2: 153-162.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Brown rat,3.82,,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Brown rat,3.90,,BCA,S,NS,"Edström, J.-E. and J. Kawiak (1961). Microchemical deoxyribonucleic acid determination in individual cells. Journal of Biophysical and Biochemical Cytology 9: 619-626.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus rattus,Black rat,2.63,,FD,KC,MM,"Gamperl, R., C. Ehmann, and K. Bachmann (1982). Genome size and heterochromatin variation in rodents. Genetica 58: 199-212.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus rattus,Black rat,3.03,42.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus rattus,Black rat,3.03,,UVM,"LK, S",HS,"Sandritter, W., D. Müller, and O. Gensecke (1960). Ultraviolettmikrospektrophotometrische Messungen des Nukleinsäuregehaltes von Spermien und diploiden Zellen. Acta Histochemica 10: 139-154.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus rattus,Black rat,3.14,,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rattus rattus,Black rat,3.48,,FD,LK,HS,"Utsumi, K. (1959). Quantitative studies of nucleic acid in the cell by microspectrophotometry. III. Nucleic acid contents in the cancer cells. Acta Medica Okayama 14: 1-13.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Rhipidomys venezuelae,Venezuelan climbing mouse,3.69,,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Scapteromys aquaticus,Water rat,2.81,32.00,FD,LK,HS,"Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Sigmodon hispidus,Cotton rat,3.96,52.00,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Muridae,Zygodontomys brevicauda,Short-tailed cane mouse,3.81,84.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Rodentia,Myocastoridae,Myocastor coypus,"Nutria, coypu",3.60,42.00,FCM,"KC, LV",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Aconaemys fuscus,Viscacha rat,3.75,56.00,FCM,KC,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Aconaemys porteri,Viscacha rat,3.70,58.00,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Aconaemys sagei,Viscacha rat,3.70,54.00,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Octodon bridgesi,Viscacha rat,3.85,58.00,FCM,LV,GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Octodon degus,Degu,4.30,,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Octodon degus,Degu,4.32,58.00,FCM,KC,GD,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Octodon lunatus,Viscacha rat,4.40,78.00,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Octodontomys gliroides,Chozchoz,4.10,38.00,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, R.L. Honeycutt, R.A. Ojeda, and N. Köhler (1999). Discovery of tetraploidy in a mammal. Nature 401: 341.","Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169."
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Octomys mimax,Viscacha rat,3.80,56.00,FCM,NS,NS,"Gallardo, M.H., J.W. Bickham, R.L. Honeycutt, R.A. Ojeda, and N. Köhler (1999). Discovery of tetraploidy in a mammal. Nature 401: 341.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Octomys mimax,Viscacha rat,4.00,,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Coruro,3.54,58.00,FCM,NS,NS,"Gallardo, M.H., J.W. Bickham, R.L. Honeycutt, R.A. Ojeda, and N. Köhler (1999). Discovery of tetraploidy in a mammal. Nature 401: 341.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Coruro,4.20,,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169.",
Chordata,Vertebrata,Mammalia,Rodentia,Octodontidae,Tympanoctomys barrerae,Red viscacha rat,8.40,102.00,FCM,"KC, SP",GD,"Gallardo, M.H., J.W. Bickham, R.L. Honeycutt, R.A. Ojeda, and N. Köhler (1999). Discovery of tetraploidy in a mammal. Nature 401: 341.","Gallardo, M.H., J.W. Bickham, G. Kausel, N. Köhler, and R.L. Honeycutt (2002).  Gradual and quantum genome size shifts in the hystricognath rodents.  Journal of Evolutionary Biology 16: 163-169."
Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Petaurista leucogenys,Giant flying squirrel,4.02,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Sciurus carolinensis,Gray squirrel,4.46,,FIA,LV,MM,T.R. Gregory. Unpublished Data,
Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Sciurus carolinensis,Gray squirrel,5.18,40.00,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Sciurus lis,Japanese squirrel,3.02,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Scandentia,Tupaiidae,Tupaia glis,Common tree shrew,3.37,60.00,FD,LK,HS,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.",
Chordata,Vertebrata,Mammalia,Scandentia,Tupaiidae,Tupaia glis,Common tree shrew,3.73,,FD,"LG, EP",HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Sirenia,Trichechidae,Trichechus manatus latirostris,Florida manatee,4.67,,FD,TC,"GD, MM","Redi, C.A., S. Garagna, M. Zuccotti, and E. Capanna (2007). Genome size: a novel genomic signature in support of Afrotheria. Journal of Molecular Evolution 64: 484-487.",
Chordata,Vertebrata,Mammalia,Tubilidentata,Orycteropodidae,Orycteropus afer,Aardvark,5.86,20.00,FD,FB,HS,"Benirschke, K., D.H. Wurster, R.J. Low, and N.B. Atkin (1970). The chromosome complement of the aardvark, Orycteropus afer. Chromosoma 31: 68-78.",
Chordata,Vertebrata,Mammalia,Tubilidentata,Orycteropodidae,Orycteropus afer,Aardvark,5.87,,FD,TC,"GD, MM","Redi, C.A., S. Garagna, M. Zuccotti, and E. Capanna (2007). Genome size: a novel genomic signature in support of Afrotheria. Journal of Molecular Evolution 64: 484-487.",
Chordata,Vertebrata,Mammalia,Xenartha,Bradypodidae,Bradypus variegatus,Brown-throated three-toed sloth,4.23,54.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Xenartha,Dasypodidae,Cabassous centralis,Northern naked-tailed armadillo,3.98,62.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Xenartha,Dasypodidae,Chaetophractus vellerosus,Screaming hairy armadillo,4.46,62.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Xenartha,Dasypodidae,Chaetophractus villosus,Large hairy armadillo,4.18,60.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Xenartha,Dasypodidae,Dasypus hybridus,Southern long-nosed armadillo,4.89,64.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Xenartha,Dasypodidae,Dasypus kappleri,Great long-nosed armadillo,4.92,64.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
