Numbers,OriginalID,FinalID,Resource,ResCommon,ResIDLevel,ResKingdom,ResPhylum,ResClass,ResOrder,ResFamily,ResGenus,ResSpecies,ResTrophic,ResTrophicGroup_citation,ResType,ResStage,ResThermy,,,,
14349,38324,MTD1824,Insecta spp.,cursorial insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
14354,38325,MTD1825,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14361,38326,MTD1826,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14368,38327,MTD1827,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14373,38328,MTD1828,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14378,38329,MTD1829,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14383,38330,MTD1830,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14390,38331,MTD1831,Crinia signifera,clicking froglet,species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia signifera,omnivore,http://www.springerlink.com/content/24nh1j0dhm3g1nn8/,alive,larvae,ectotherm,,,,
14392,38332,MTD1832,Crinia signifera,clicking froglet,species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia signifera,omnivore,http://www.springerlink.com/content/24nh1j0dhm3g1nn8/,alive,larvae,ectotherm,,,,
14394,38333,MTD1833,Litoria ewingi,southern brown tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria ewingi,herbivore,NA,alive,larvae,ectotherm,,,,
14396,38334,MTD1834,Litoria ewingi,southern brown tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria ewingi,herbivore,NA,alive,larvae,ectotherm,,,,
14398,38335,MTD1835,Pseudophryne bibroni,'bibron''s toadlet',species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibroni,herbivore,NA,alive,larvae,ectotherm,,,,
14400,38336,MTD1836,Pseudophryne bibroni,'bibron''s toadlet',species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibroni,herbivore,NA,alive,larvae,ectotherm,,,,
14402,38337,MTD1837,Crinia signifera,clicking froglet,species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia signifera,omnivore,http://www.springerlink.com/content/24nh1j0dhm3g1nn8/,alive,larvae,ectotherm,,,,
14404,38338,MTD1838,Crinia signifera,clicking froglet,species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia signifera,omnivore,http://www.springerlink.com/content/24nh1j0dhm3g1nn8/,alive,larvae,ectotherm,,,,
14406,38339,MTD1839,Crinia signifera,clicking froglet,species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia signifera,omnivore,http://www.springerlink.com/content/24nh1j0dhm3g1nn8/,alive,larvae,ectotherm,,,,
14408,38340,MTD1840,Crinia signifera,clicking froglet,species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia signifera,omnivore,http://www.springerlink.com/content/24nh1j0dhm3g1nn8/,alive,larvae,ectotherm,,,,
14410,38341,MTD1841,Crinia signifera,clicking froglet,species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,Crinia signifera,omnivore,http://www.springerlink.com/content/24nh1j0dhm3g1nn8/,alive,larvae,ectotherm,,,,
14412,38342,MTD1842,Litoria ewingi,southern brown tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria ewingi,herbivore,NA,alive,larvae,ectotherm,,,,
14414,38343,MTD1843,Litoria ewingi,southern brown tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria ewingi,herbivore,NA,alive,larvae,ectotherm,,,,
14416,38344,MTD1844,Litoria ewingi,southern brown tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria ewingi,herbivore,NA,alive,larvae,ectotherm,,,,
14418,38345,MTD1845,Litoria ewingi,southern brown tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria ewingi,herbivore,NA,alive,larvae,ectotherm,,,,
14420,38346,MTD1846,Litoria ewingi,southern brown tree frog,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,Litoria ewingi,herbivore,NA,alive,larvae,ectotherm,,,,
14422,38348,MTD1847,Pseudophryne bibroni,'bibron''s toadlet',species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibroni,herbivore,NA,alive,larvae,ectotherm,,,,
14424,38349,MTD1848,Pseudophryne bibroni,'bibron''s toadlet',species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibroni,herbivore,NA,alive,larvae,ectotherm,,,,
14426,38350,MTD1849,Pseudophryne bibroni,'bibron''s toadlet',species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibroni,herbivore,NA,alive,larvae,ectotherm,,,,
14428,38351,MTD1850,Pseudophryne bibroni,'bibron''s toadlet',species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibroni,herbivore,NA,alive,larvae,ectotherm,,,,
14430,38352,MTD1851,Pseudophryne bibroni,'bibron''s toadlet',species,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibroni,herbivore,NA,alive,larvae,ectotherm,,,,
14432,38353,MTD1852,mudflat invertebrate,mudflat invertebrate,kingdom,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
14590,38354,MTD1853,Phaeodactylum tricornutum,diatom,species,Protista,Heterokontophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,producer,NA,alive,NA,ectotherm,,,,
14596,38355,MTD1854,Phaeodactylum tricornutum,diatom,species,Protista,Heterokontophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,producer,NA,alive,NA,ectotherm,,,,
14603,38356,MTD1855,Phaeodactylum tricornutum,diatom,species,Protista,Heterokontophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,producer,NA,alive,NA,ectotherm,,,,
14610,38357,MTD1856,Phaeodactylum tricornutum,diatom,species,Protista,Heterokontophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,producer,NA,alive,NA,ectotherm,,,,
14617,38358,MTD1857,Phaeodactylum tricornutum,diatom,species,Protista,Heterokontophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,producer,NA,alive,NA,ectotherm,,,,
14624,38363,MTD1858,Acheta domesticus,domestic cricket,species,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,Acheta domesticus,omnivore,NA,alive,juvenile,ectotherm,,,,
14634,38364,MTD1859,Acheta domesticus,domestic cricket,species,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,Acheta domesticus,omnivore,NA,alive,juvenile,ectotherm,,,,
14641,38365,MTD1860,Acheta domesticus,domestic cricket,species,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,Acheta domesticus,omnivore,NA,alive,juvenile,ectotherm,,,,
14650,38366,MTD1861,Acheta domesticus,domestic cricket,species,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,Acheta domesticus,omnivore,NA,alive,juvenile,ectotherm,,,,
14656,38367,MTD1862,Acheta domesticus,domestic cricket,species,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,Acheta domesticus,omnivore,NA,alive,juvenile,ectotherm,,,,
14663,38368,MTD1863,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14666,38369,MTD1864,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14669,38370,MTD1865,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14672,38371,MTD1866,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14675,38372,MTD1867,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14678,38373,MTD1868,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14681,38374,MTD1869,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14684,38375,MTD1870,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14687,38376,MTD1871,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14690,38377,MTD1872,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
14693,38382,MTD1873,polymer microspheres,polymer microspheres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
14695,38383,MTD1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
14699,38384,MTD1875,Holbrookia propinqua,keeled earless lizard,species,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Holbrookia,Holbrookia propinqua,carnivore,http://www.jstor.org/stable/3670319,alive,adult - male,ectotherm,,,,
14733,38385,MTD1876,Holbrookia propinqua,keeled earless lizard,species,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Holbrookia,Holbrookia propinqua,carnivore,http://www.jstor.org/stable/3670319,alive,adult - female,ectotherm,,,,
14784,38386,MTD1877,Holbrookia propinqua,keeled earless lizard,species,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Holbrookia,Holbrookia propinqua,carnivore,http://www.jstor.org/stable/3670319,alive,adult - female,ectotherm,,,,
14835,38387,MTD1878,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
14839,38388,MTD1879,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
14843,38389,MTD1880,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
14847,38390,MTD1881,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
14851,38391,MTD1882,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
14855,38392,MTD1883,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
14859,38393,MTD1884,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
14863,38394,MTD1885,Culex pipiens,culex mosquito,species,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex pipiens,omnivore,NA,alive,larvae,ectotherm,,,,
14867,39167,MTD1886,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
14900,39168,MTD1887,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
14942,39169,MTD1888,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
14980,39170,MTD1889,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15023,39171,MTD1890,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15051,39172,MTD1891,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15076,39173,MTD1892,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15132,39174,MTD1893,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15152,39175,MTD1894,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15182,39176,MTD1895,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15221,39177,MTD1896,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15253,39178,MTD1897,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15291,39179,MTD1898,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15315,39180,MTD1899,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15344,39181,MTD1900,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15391,39182,MTD1901,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15411,39183,MTD1902,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15425,39184,MTD1903,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15454,39185,MTD1904,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15488,39186,MTD1905,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15512,39187,MTD1906,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15533,39188,MTD1907,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15560,39189,MTD1908,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15607,39190,MTD1909,Insecta spp.,insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
15625,39191,MTD1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
15628,39192,MTD1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
15631,39193,MTD1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
15634,39195,MTD1913,Asellus aquaticus,water louse,species,Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Asellus aquaticus,omnivore,http://www.jstor.org/stable/3714,alive,adult,ectotherm,,,,
15639,39196,MTD1914,Asellus aquaticus,water louse,species,Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Asellus aquaticus,omnivore,http://www.jstor.org/stable/3714,alive,adult,ectotherm,,,,
15644,39197,MTD1915,Asellus aquaticus,water louse,species,Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Asellus aquaticus,omnivore,http://www.jstor.org/stable/3714,alive,adult,ectotherm,,,,
15646,39198,MTD1916,Asellus aquaticus,water louse,species,Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Asellus aquaticus,omnivore,http://www.jstor.org/stable/3714,alive,adult,ectotherm,,,,
15648,39199,MTD1917,Rhodomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,NA,producer,NA,alive,NA,ectotherm,,,,
15650,39201,MTD1918,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
15653,39202,MTD1919,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
15707,39203,MTD1920,Therioaphis maculata,spotted alfalfa aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis maculata,herbivore,NA,alive,instar 3-4,ectotherm,,,,
15709,39204,MTD1921,Therioaphis maculata,spotted alfalfa aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis maculata,herbivore,NA,alive,instar 3-4,ectotherm,,,,
15711,39205,MTD1922,Therioaphis maculata,spotted alfalfa aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis maculata,herbivore,NA,alive,instar 3-4,ectotherm,,,,
15713,39206,MTD1923,Therioaphis maculata,spotted alfalfa aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis maculata,herbivore,NA,alive,instar 3-4,ectotherm,,,,
15715,39207,MTD1924,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15720,39208,MTD1925,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15727,39209,MTD1926,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15731,39210,MTD1927,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15740,39211,MTD1928,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15746,39212,MTD1929,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15753,39213,MTD1930,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15757,39214,MTD1931,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15763,39215,MTD1932,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15769,39216,MTD1933,Therioaphis trifolii,aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Therioaphis,Therioaphis trifolii,herbivore,NA,alive,adult,ectotherm,,,,
15778,39218,MTD1934,Oncorhynchus mykiss,rainbow trout,species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,carnivore,http://en.wikipedia.org/wiki/Salmonidae,alive,juvenile,ectotherm,,,,
15783,39219,MTD1935,Oncorhynchus mykiss,rainbow trout,species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,carnivore,http://en.wikipedia.org/wiki/Salmonidae,alive,juvenile,ectotherm,,,,
15788,39220,MTD1936,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15790,39221,MTD1937,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15792,39222,MTD1938,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15794,39223,MTD1939,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15796,39225,MTD1940,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15798,39226,MTD1941,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15800,39227,MTD1942,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15802,39228,MTD1943,invertebrates, soft fruit, seed,invertebrates, soft fruit, seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm
15804,39229,MTD1944,Sitobion avenae,english grain aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,herbivore,NA,alive,instar 1-2,ectotherm,,,,
15807,39230,MTD1945,Sitobion avenae,english grain aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,herbivore,NA,alive,instar 1-2,ectotherm,,,,
15811,39231,MTD1946,Sitobion avenae,english grain aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,herbivore,NA,alive,instar 1-2,ectotherm,,,,
15815,39232,MTD1947,Sitobion avenae,english grain aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,herbivore,NA,alive,instar 1-2,ectotherm,,,,
15819,39233,MTD1948,Sitobion avenae,english grain aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,herbivore,NA,alive,instar 1-2,ectotherm,,,,
15822,39234,MTD1949,Sitobion avenae,english grain aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,herbivore,NA,alive,instar 1-2,ectotherm,,,,
15824,39235,MTD1950,Sitobion avenae,english grain aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,herbivore,NA,alive,instar 1-2,ectotherm,,,,
15828,39237,MTD1951,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
15831,39238,MTD1952,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
